payload_id,event_type,event_recorded_at
40cf028f-c1bf-42c5-8496-7c0488ab6f37,EmailSent,2021-01-01T18:48:18Z
40cf028f-c1bf-42c5-8496-7c0488ab6f37,EmailDelivered,2021-01-01T18:48:18Z
724fab50-b493-4700-a585-807b2308abcc,EmailDelivered,2021-01-01T19:38:03Z
724fab50-b493-4700-a585-807b2308abcc,EmailSent,2021-01-01T19:38:03Z
82af82ff-0a25-46fd-8841-3a1c537454a3,EmailDelivered,2021-01-01T19:54:12Z
82af82ff-0a25-46fd-8841-3a1c537454a3,EmailSent,2021-01-01T19:54:12Z
9e7e3880-41c7-4a11-8570-3c35c979453f,EmailSent,2021-01-01T20:46:43Z
9e7e3880-41c7-4a11-8570-3c35c979453f,EmailDelivered,2021-01-01T20:46:43Z
e6a71ab1-e136-4e68-a906-6e92d291621b,EmailSent,2021-01-01T20:49:49Z
e6a71ab1-e136-4e68-a906-6e92d291621b,EmailDelivered,2021-01-01T20:49:49Z
a7e2dfe1-2ec2-4028-8f7c-ae77494495ee,EmailSent,2021-01-01T22:47:47Z
a7e2dfe1-2ec2-4028-8f7c-ae77494495ee,EmailDelivered,2021-01-01T22:48:47Z
ac73ea71-832f-4036-8a7c-b75e55d03a60,EmailDelivered,2021-01-01T23:06:24Z
ac73ea71-832f-4036-8a7c-b75e55d03a60,EmailSent,2021-01-01T23:06:24Z
fdc98102-82be-4546-ba26-140b61cef683,EmailSent,2021-01-01T23:11:35Z
fdc98102-82be-4546-ba26-140b61cef683,EmailUndelivered,2021-01-01T23:12:35Z
8c1a72e3-3443-4637-80b5-80cdfe513de4,EmailSent,2021-01-01T23:53:41Z
8c1a72e3-3443-4637-80b5-80cdfe513de4,EmailDelivered,2021-01-01T23:54:41Z
48e023a6-8b87-4942-ab91-256bd6bc6ec2,EmailSent,2021-01-02T00:47:00Z
48e023a6-8b87-4942-ab91-256bd6bc6ec2,EmailDelivered,2021-01-02T00:47:00Z
ecda8eec-b671-45da-8098-72bf2d2fddce,EmailSent,2021-01-02T01:00:10Z
ecda8eec-b671-45da-8098-72bf2d2fddce,EmailUndelivered,2021-01-02T01:00:10Z
992dc011-5b90-4ffa-a469-dd210ab72519,EmailSent,2021-01-02T02:00:36Z
992dc011-5b90-4ffa-a469-dd210ab72519,EmailDelivered,2021-01-02T02:01:36Z
897f81be-f2f9-4343-aa8f-f137eb743b9d,EmailUndelivered,2021-01-02T09:10:07Z
897f81be-f2f9-4343-aa8f-f137eb743b9d,EmailSent,2021-01-02T09:10:07Z
bc1cee4c-0496-46fe-b04f-5ad058b11c3f,EmailSent,2021-01-02T09:32:08Z
bc1cee4c-0496-46fe-b04f-5ad058b11c3f,EmailDelivered,2021-01-02T09:33:08Z
3cd6998d-ef07-4ff8-a329-21379b2a9daf,EmailSent,2021-01-02T10:03:18Z
3cd6998d-ef07-4ff8-a329-21379b2a9daf,EmailDelivered,2021-01-02T10:04:18Z
1bec884e-1cf1-40b7-af61-ce3d420cceac,EmailDelivered,2021-01-02T10:46:34Z
1bec884e-1cf1-40b7-af61-ce3d420cceac,EmailSent,2021-01-02T10:46:34Z
70926c35-2206-49b9-90d4-7e847d1577d4,EmailDelivered,2021-01-02T11:11:15Z
70926c35-2206-49b9-90d4-7e847d1577d4,EmailSent,2021-01-02T11:11:15Z
1674d79e-e0e2-4e68-a764-c9f8fb20dd2e,EmailSent,2021-01-02T11:19:45Z
1674d79e-e0e2-4e68-a764-c9f8fb20dd2e,EmailDelivered,2021-01-02T11:20:45Z
405a5c93-25f0-4c3f-bf9c-cf4dfc589996,EmailSent,2021-01-02T11:41:19Z
405a5c93-25f0-4c3f-bf9c-cf4dfc589996,EmailDelivered,2021-01-02T11:41:19Z
ce2a7239-0a23-45ff-b5aa-60be9f09e443,EmailSent,2021-01-02T12:00:37Z
ce2a7239-0a23-45ff-b5aa-60be9f09e443,EmailDelivered,2021-01-02T12:01:37Z
3735684c-77f8-44e1-bce2-5890e47957cb,EmailSent,2021-01-02T12:52:36Z
3735684c-77f8-44e1-bce2-5890e47957cb,EmailDelivered,2021-01-02T12:52:36Z
7a005094-2cea-446e-8a66-5a649a744648,EmailDelivered,2021-01-02T13:11:52Z
7a005094-2cea-446e-8a66-5a649a744648,EmailSent,2021-01-02T13:11:52Z
6c734b3e-6e26-4f00-b8f4-7d88aaa1291d,EmailSent,2021-01-02T14:09:15Z
6c734b3e-6e26-4f00-b8f4-7d88aaa1291d,EmailDelivered,2021-01-02T14:09:15Z
177862a6-81d0-411c-a2eb-67be1b574515,EmailSent,2021-01-02T14:47:33Z
177862a6-81d0-411c-a2eb-67be1b574515,EmailUndelivered,2021-01-02T14:48:33Z
da99dcb7-a7d8-4d7d-8381-468174fcde86,EmailSent,2021-01-02T15:04:28Z
da99dcb7-a7d8-4d7d-8381-468174fcde86,EmailDelivered,2021-01-02T15:05:28Z
bbbd5ba9-507a-48af-aba1-6666aef1ba97,EmailSent,2021-01-02T15:37:21Z
bbbd5ba9-507a-48af-aba1-6666aef1ba97,EmailDelivered,2021-01-02T15:37:21Z
9fb2e5e6-3ff4-413b-9df3-f19f34a1442d,EmailDelivered,2021-01-02T16:56:27Z
9fb2e5e6-3ff4-413b-9df3-f19f34a1442d,EmailSent,2021-01-02T16:56:27Z
086c12ce-3d30-4a30-a850-68143a6e5462,EmailSent,2021-01-02T17:21:37Z
086c12ce-3d30-4a30-a850-68143a6e5462,EmailDelivered,2021-01-02T17:21:37Z
9490dd62-2cef-41b2-8c90-72894d112328,EmailSent,2021-01-02T17:51:12Z
9490dd62-2cef-41b2-8c90-72894d112328,EmailUndelivered,2021-01-02T17:52:12Z
e41c34b6-de16-49d1-b74e-0636ba026a9c,EmailSent,2021-01-02T19:04:27Z
e41c34b6-de16-49d1-b74e-0636ba026a9c,EmailDelivered,2021-01-02T19:05:27Z
5c696f7a-b428-49dd-96e1-93111ee55d21,EmailSent,2021-01-02T19:29:54Z
5c696f7a-b428-49dd-96e1-93111ee55d21,EmailDelivered,2021-01-02T19:30:54Z
686a4d12-9f1d-4e5b-9660-f006bdf44d4e,EmailSent,2021-01-02T20:23:50Z
686a4d12-9f1d-4e5b-9660-f006bdf44d4e,EmailUndelivered,2021-01-02T20:23:50Z
501c1d5a-b9f4-4c44-9354-f913dd0ace52,EmailSent,2021-01-02T20:46:13Z
501c1d5a-b9f4-4c44-9354-f913dd0ace52,EmailDelivered,2021-01-02T20:46:13Z
3e630d93-7724-4d31-a6dc-98639e8bc9a0,EmailSent,2021-01-02T21:52:37Z
3e630d93-7724-4d31-a6dc-98639e8bc9a0,EmailDelivered,2021-01-02T21:53:37Z
6860c3d7-e497-461e-b232-b26f7f394da5,EmailSent,2021-01-02T23:14:11Z
6860c3d7-e497-461e-b232-b26f7f394da5,EmailDelivered,2021-01-02T23:14:11Z
12f141d3-b34e-4130-8447-e39c119f9060,EmailSent,2021-01-02T23:14:56Z
12f141d3-b34e-4130-8447-e39c119f9060,EmailDelivered,2021-01-02T23:15:56Z
fd2d32d2-0864-4e84-91b9-03dd7c4c0563,EmailDelivered,2021-01-02T23:35:58Z
fd2d32d2-0864-4e84-91b9-03dd7c4c0563,EmailSent,2021-01-02T23:35:58Z
029d6280-e32b-40e0-9e4d-6227b5bc3dcf,EmailSent,2021-01-03T00:10:18Z
029d6280-e32b-40e0-9e4d-6227b5bc3dcf,EmailDelivered,2021-01-03T00:10:18Z
747d4567-1599-4483-ac02-e89c523a29a6,EmailSent,2021-01-03T00:52:05Z
747d4567-1599-4483-ac02-e89c523a29a6,EmailDelivered,2021-01-03T00:53:05Z
ad3c58ad-ac3a-4fee-91aa-6840c3f952dc,EmailUndelivered,2021-01-03T01:30:51Z
ad3c58ad-ac3a-4fee-91aa-6840c3f952dc,EmailSent,2021-01-03T01:30:51Z
e3688d83-d01c-4c3d-9eff-4625dcb6c31e,EmailSent,2021-01-03T02:38:39Z
e3688d83-d01c-4c3d-9eff-4625dcb6c31e,EmailDelivered,2021-01-03T02:39:39Z
7b6d9c2e-8d14-4b35-ac9b-22ac6add74ee,EmailUndelivered,2021-01-03T02:41:55Z
7b6d9c2e-8d14-4b35-ac9b-22ac6add74ee,EmailSent,2021-01-03T02:41:55Z
47220944-9993-4e38-af0e-354be8f0d0f2,EmailSent,2021-01-03T08:03:20Z
47220944-9993-4e38-af0e-354be8f0d0f2,EmailDelivered,2021-01-03T08:03:20Z
5f652c34-45e7-4438-9d12-4d22d105df3b,EmailDelivered,2021-01-03T08:05:26Z
5f652c34-45e7-4438-9d12-4d22d105df3b,EmailSent,2021-01-03T08:05:26Z
c182cf9a-615d-474f-8fa0-368a29b5287a,EmailDelivered,2021-01-03T08:40:11Z
c182cf9a-615d-474f-8fa0-368a29b5287a,EmailSent,2021-01-03T08:40:11Z
c56af09b-90f1-4655-a9a4-dd6daa017dcb,EmailDelivered,2021-01-03T08:47:05Z
c56af09b-90f1-4655-a9a4-dd6daa017dcb,EmailSent,2021-01-03T08:47:05Z
67977c55-27d9-4db2-b612-9d26077095f4,EmailSent,2021-01-03T08:51:31Z
67977c55-27d9-4db2-b612-9d26077095f4,EmailDelivered,2021-01-03T08:52:31Z
d0f43804-7564-4711-be58-24ec10a67001,EmailDelivered,2021-01-03T08:55:49Z
d0f43804-7564-4711-be58-24ec10a67001,EmailSent,2021-01-03T08:55:49Z
7f6492a5-f49d-410f-8472-23022c04a759,EmailDelivered,2021-01-03T09:11:13Z
7f6492a5-f49d-410f-8472-23022c04a759,EmailSent,2021-01-03T09:11:13Z
4a11bdcb-7b48-4f27-baf9-c5c3d9f342c0,EmailSent,2021-01-03T09:14:25Z
4a11bdcb-7b48-4f27-baf9-c5c3d9f342c0,EmailUndelivered,2021-01-03T09:15:25Z
be52a30e-9313-4265-a761-7cf213dcf961,EmailSent,2021-01-03T09:36:23Z
be52a30e-9313-4265-a761-7cf213dcf961,EmailDelivered,2021-01-03T09:36:23Z
e0ac8b23-2706-4608-bb1b-f03e95dea94f,EmailSent,2021-01-03T11:30:46Z
e0ac8b23-2706-4608-bb1b-f03e95dea94f,EmailDelivered,2021-01-03T11:31:46Z
b2c6060f-7a30-46ab-bbe3-a5d4a1432cbf,EmailSent,2021-01-03T11:40:22Z
b2c6060f-7a30-46ab-bbe3-a5d4a1432cbf,EmailUndelivered,2021-01-03T11:41:22Z
38e3009a-510d-4583-8e91-162c52da2629,EmailSent,2021-01-03T11:44:41Z
38e3009a-510d-4583-8e91-162c52da2629,EmailDelivered,2021-01-03T11:45:41Z
e0ac8b23-2706-4608-bb1b-f03e95dea94f,EmailOpened,2021-01-03T11:54:46Z
e0ac8b23-2706-4608-bb1b-f03e95dea94f,EmailLinkClicked,2021-01-03T11:55:46Z
ea449c08-4293-482b-9878-5d374101c532,EmailSent,2021-01-03T12:25:19Z
ea449c08-4293-482b-9878-5d374101c532,EmailDelivered,2021-01-03T12:26:19Z
94a1b042-a571-48fe-90d9-c26fb45fefeb,EmailSent,2021-01-03T12:46:21Z
94a1b042-a571-48fe-90d9-c26fb45fefeb,EmailUndelivered,2021-01-03T12:47:21Z
0bb1189a-c27b-4052-8356-1375a31fbef9,EmailSent,2021-01-03T14:43:26Z
0bb1189a-c27b-4052-8356-1375a31fbef9,EmailUndelivered,2021-01-03T14:44:26Z
7b5cf679-bb07-4c3f-9d6a-7b9a2a975d5a,EmailSent,2021-01-03T14:54:04Z
7b5cf679-bb07-4c3f-9d6a-7b9a2a975d5a,EmailUndelivered,2021-01-03T14:55:04Z
f0c7b491-340b-4f45-b52f-4005f85cae63,EmailSent,2021-01-03T16:10:50Z
f0c7b491-340b-4f45-b52f-4005f85cae63,EmailDelivered,2021-01-03T16:11:50Z
cb947947-f550-4f5d-ad9b-6216edfe0695,EmailSent,2021-01-03T16:38:43Z
cb947947-f550-4f5d-ad9b-6216edfe0695,EmailDelivered,2021-01-03T16:39:43Z
ea349391-5b21-4bf2-b506-53a09dd75d2a,EmailSent,2021-01-03T17:11:32Z
ea349391-5b21-4bf2-b506-53a09dd75d2a,EmailDelivered,2021-01-03T17:12:32Z
e6b87102-2c5a-4c9b-a3a0-04b0d38d0059,EmailUndelivered,2021-01-03T17:52:09Z
e6b87102-2c5a-4c9b-a3a0-04b0d38d0059,EmailSent,2021-01-03T17:52:09Z
97e90797-f351-4da9-b13f-fbfd10fef4fa,EmailSent,2021-01-03T17:59:03Z
97e90797-f351-4da9-b13f-fbfd10fef4fa,EmailDelivered,2021-01-03T17:59:03Z
6b09f7af-2ef0-4cf1-9d56-07f4e318db02,EmailSent,2021-01-03T18:14:36Z
6b09f7af-2ef0-4cf1-9d56-07f4e318db02,EmailDelivered,2021-01-03T18:15:36Z
c5f9367a-9bf8-473c-87ce-4b429795569e,EmailSent,2021-01-03T19:29:33Z
c5f9367a-9bf8-473c-87ce-4b429795569e,EmailDelivered,2021-01-03T19:30:33Z
d73eaa8c-f471-4457-ae02-cda2f07ad7a0,EmailDelivered,2021-01-03T19:31:05Z
d73eaa8c-f471-4457-ae02-cda2f07ad7a0,EmailSent,2021-01-03T19:31:05Z
8e0d81d3-1ceb-41ab-aed7-7374333a7f7f,EmailSent,2021-01-03T19:57:04Z
8e0d81d3-1ceb-41ab-aed7-7374333a7f7f,EmailDelivered,2021-01-03T19:57:04Z
4bd15634-a30a-4760-bc82-7231a0f33e81,EmailDelivered,2021-01-03T20:12:42Z
4bd15634-a30a-4760-bc82-7231a0f33e81,EmailSent,2021-01-03T20:12:42Z
6c908622-1929-4095-8d07-8e613ed2bb13,EmailDelivered,2021-01-03T20:37:48Z
6c908622-1929-4095-8d07-8e613ed2bb13,EmailSent,2021-01-03T20:37:48Z
1d3f71ac-ad40-4353-a36a-b4a44477d499,EmailSent,2021-01-03T20:38:01Z
1d3f71ac-ad40-4353-a36a-b4a44477d499,EmailDelivered,2021-01-03T20:39:01Z
2e486bcd-d908-4c80-821b-4436eb54add7,EmailDelivered,2021-01-03T20:56:53Z
2e486bcd-d908-4c80-821b-4436eb54add7,EmailSent,2021-01-03T20:56:53Z
a1615cda-d331-4cfd-9fd4-23acfa26563e,EmailSent,2021-01-03T21:20:01Z
a1615cda-d331-4cfd-9fd4-23acfa26563e,EmailDelivered,2021-01-03T21:21:01Z
05a35c85-686f-484f-8618-4590a64a613a,EmailSent,2021-01-03T22:22:39Z
05a35c85-686f-484f-8618-4590a64a613a,EmailUndelivered,2021-01-03T22:22:39Z
d24689d7-5e03-4047-9324-114636535818,EmailSent,2021-01-03T22:50:36Z
d24689d7-5e03-4047-9324-114636535818,EmailUndelivered,2021-01-03T22:51:36Z
ed784ef9-2445-4e3c-b1c5-fc2540cb4259,EmailSent,2021-01-04T01:02:10Z
ed784ef9-2445-4e3c-b1c5-fc2540cb4259,EmailDelivered,2021-01-04T01:03:10Z
14aeafa0-661e-4637-85e2-0b30a35aea0d,EmailSent,2021-01-04T01:13:57Z
14aeafa0-661e-4637-85e2-0b30a35aea0d,EmailDelivered,2021-01-04T01:14:57Z
6c79896f-037f-4927-9fcd-07476a9d2def,EmailSent,2021-01-04T01:41:29Z
6c79896f-037f-4927-9fcd-07476a9d2def,EmailDelivered,2021-01-04T01:41:29Z
4bf327f3-26bc-4a5e-8bbb-b716da37c9a5,EmailUndelivered,2021-01-04T08:13:28Z
4bf327f3-26bc-4a5e-8bbb-b716da37c9a5,EmailSent,2021-01-04T08:13:28Z
5627e8a2-492d-4791-9487-c0333dc1dbfb,EmailDelivered,2021-01-04T09:21:31Z
5627e8a2-492d-4791-9487-c0333dc1dbfb,EmailSent,2021-01-04T09:21:31Z
71e6a4af-f2fc-4acc-b825-be54cbcac6c8,EmailSent,2021-01-04T09:53:47Z
71e6a4af-f2fc-4acc-b825-be54cbcac6c8,EmailDelivered,2021-01-04T09:54:47Z
3b669a08-8e01-4c22-ad5f-6974e2f11859,EmailSent,2021-01-04T11:27:01Z
3b669a08-8e01-4c22-ad5f-6974e2f11859,EmailDelivered,2021-01-04T11:28:01Z
fb1d5bd5-9202-4ce2-b7a9-e6e928552645,EmailSent,2021-01-04T13:45:59Z
fb1d5bd5-9202-4ce2-b7a9-e6e928552645,EmailUndelivered,2021-01-04T13:45:59Z
f3885f85-e312-42f7-9857-295a45b21d98,EmailSent,2021-01-04T14:35:43Z
f3885f85-e312-42f7-9857-295a45b21d98,EmailDelivered,2021-01-04T14:35:43Z
31dab8d9-cf7b-40d2-b4a6-a2e52e25c057,EmailSent,2021-01-04T14:36:35Z
31dab8d9-cf7b-40d2-b4a6-a2e52e25c057,EmailUndelivered,2021-01-04T14:36:35Z
18d373c1-3ad6-426b-a7c0-91cc099936fe,EmailDelivered,2021-01-04T15:04:47Z
18d373c1-3ad6-426b-a7c0-91cc099936fe,EmailSent,2021-01-04T15:04:47Z
b304b09e-d672-4ff3-85de-5f6441db44c6,EmailSent,2021-01-04T15:14:32Z
b304b09e-d672-4ff3-85de-5f6441db44c6,EmailDelivered,2021-01-04T15:15:32Z
ed4f0d1c-14d9-4a9d-9a69-41f06d3467f2,EmailUndelivered,2021-01-04T15:24:42Z
ed4f0d1c-14d9-4a9d-9a69-41f06d3467f2,EmailSent,2021-01-04T15:24:42Z
ea544cf1-c880-4242-b108-c91542b344dc,EmailSent,2021-01-04T15:27:44Z
ea544cf1-c880-4242-b108-c91542b344dc,EmailDelivered,2021-01-04T15:28:44Z
91da2c5e-153e-4f21-ad22-9f769d8149e3,EmailSent,2021-01-04T15:41:10Z
91da2c5e-153e-4f21-ad22-9f769d8149e3,EmailDelivered,2021-01-04T15:42:10Z
a9fdbabe-289b-4fe7-8cdb-eceafaeece0d,EmailSent,2021-01-04T15:52:07Z
a9fdbabe-289b-4fe7-8cdb-eceafaeece0d,EmailDelivered,2021-01-04T15:52:07Z
b1b1e577-bcd6-4d0d-bb09-a1540c70e73c,EmailDelivered,2021-01-04T15:56:32Z
b1b1e577-bcd6-4d0d-bb09-a1540c70e73c,EmailSent,2021-01-04T15:56:32Z
8d4ec450-8820-4d98-9f76-c18cdb91a7e9,EmailSent,2021-01-04T16:13:52Z
8d4ec450-8820-4d98-9f76-c18cdb91a7e9,EmailDelivered,2021-01-04T16:13:52Z
0ccde65a-1b92-411e-8723-bad5d93f044c,EmailSent,2021-01-04T17:08:40Z
0ccde65a-1b92-411e-8723-bad5d93f044c,EmailDelivered,2021-01-04T17:09:40Z
4916c899-6e7a-4ae6-b123-439a8a10ca2f,EmailDelivered,2021-01-04T17:14:50Z
4916c899-6e7a-4ae6-b123-439a8a10ca2f,EmailSent,2021-01-04T17:14:50Z
1aae298c-3f0f-4706-86e9-f84b9f3d3bfd,EmailSent,2021-01-04T18:07:01Z
1aae298c-3f0f-4706-86e9-f84b9f3d3bfd,EmailUndelivered,2021-01-04T18:07:01Z
045fcd8e-e443-4411-b05b-3e0a19e2084f,EmailSent,2021-01-04T18:14:41Z
045fcd8e-e443-4411-b05b-3e0a19e2084f,EmailDelivered,2021-01-04T18:14:41Z
ee75ecd5-17ad-4d83-89b8-fa6a0fcdabe2,EmailUndelivered,2021-01-04T18:55:08Z
ee75ecd5-17ad-4d83-89b8-fa6a0fcdabe2,EmailSent,2021-01-04T18:55:08Z
d0256cc1-2f14-4f2f-b449-40d11496b3e9,EmailSent,2021-01-04T19:48:18Z
d0256cc1-2f14-4f2f-b449-40d11496b3e9,EmailUndelivered,2021-01-04T19:49:18Z
8719253b-dbb0-4e33-a335-2fbb9fed2840,EmailSent,2021-01-04T22:05:49Z
8719253b-dbb0-4e33-a335-2fbb9fed2840,EmailDelivered,2021-01-04T22:05:49Z
0d219ff4-1cde-41a8-bb80-cf567ecadbf4,EmailSent,2021-01-04T23:41:58Z
0d219ff4-1cde-41a8-bb80-cf567ecadbf4,EmailDelivered,2021-01-04T23:41:58Z
0dbffe14-4a8b-4deb-b8ea-6a3cdce9a81f,EmailSent,2021-01-05T00:50:25Z
0dbffe14-4a8b-4deb-b8ea-6a3cdce9a81f,EmailDelivered,2021-01-05T00:50:25Z
bba24038-589f-48bf-8ccd-396aa12d1bfe,EmailSent,2021-01-05T01:29:12Z
bba24038-589f-48bf-8ccd-396aa12d1bfe,EmailDelivered,2021-01-05T01:30:12Z
1e4cb053-4d0e-4f91-ae4d-78cb454548e0,EmailSent,2021-01-05T01:32:02Z
1e4cb053-4d0e-4f91-ae4d-78cb454548e0,EmailDelivered,2021-01-05T01:33:02Z
0907c814-fa73-4f16-8d7a-50808086284f,EmailSent,2021-01-05T02:16:00Z
0907c814-fa73-4f16-8d7a-50808086284f,EmailUndelivered,2021-01-05T02:17:00Z
7ff4f58a-3cfc-44ed-92f7-4e636da882a5,EmailSent,2021-01-05T08:15:38Z
7ff4f58a-3cfc-44ed-92f7-4e636da882a5,EmailDelivered,2021-01-05T08:16:38Z
c8f64cff-f02f-492f-8d06-3f2e03a4fe3d,EmailUndelivered,2021-01-05T08:30:23Z
c8f64cff-f02f-492f-8d06-3f2e03a4fe3d,EmailSent,2021-01-05T08:30:23Z
12b2fe35-bf3f-4d0d-b972-77896055cc86,EmailDelivered,2021-01-05T09:01:17Z
12b2fe35-bf3f-4d0d-b972-77896055cc86,EmailSent,2021-01-05T09:01:17Z
1ebf41a9-52ba-4919-8e9d-41b913e05c14,EmailDelivered,2021-01-05T09:22:18Z
1ebf41a9-52ba-4919-8e9d-41b913e05c14,EmailSent,2021-01-05T09:22:18Z
d4cc65a4-6ef3-46a4-a2ba-6113e2d7daf3,EmailSent,2021-01-05T09:45:01Z
d4cc65a4-6ef3-46a4-a2ba-6113e2d7daf3,EmailDelivered,2021-01-05T09:45:01Z
d4cc65a4-6ef3-46a4-a2ba-6113e2d7daf3,EmailOpened,2021-01-05T09:46:01Z
d4cc65a4-6ef3-46a4-a2ba-6113e2d7daf3,EmailLinkClicked,2021-01-05T09:49:01Z
c38688a1-a3fb-424d-8457-98af8ee03b7c,EmailSent,2021-01-05T09:56:13Z
c38688a1-a3fb-424d-8457-98af8ee03b7c,EmailDelivered,2021-01-05T09:57:13Z
100eaedd-1448-4027-ae1f-ae537cefe3c9,EmailSent,2021-01-05T10:01:11Z
100eaedd-1448-4027-ae1f-ae537cefe3c9,EmailUndelivered,2021-01-05T10:02:11Z
03b3a2f8-5e2f-4999-ab4a-0029a9e49708,EmailUndelivered,2021-01-05T10:12:16Z
03b3a2f8-5e2f-4999-ab4a-0029a9e49708,EmailSent,2021-01-05T10:12:16Z
5826f852-5aae-4b76-99e1-c5202dc84aee,EmailSent,2021-01-05T10:45:36Z
5826f852-5aae-4b76-99e1-c5202dc84aee,EmailDelivered,2021-01-05T10:45:36Z
9e72da70-3c2e-447e-924d-25f575e7690e,EmailSent,2021-01-05T11:22:09Z
9e72da70-3c2e-447e-924d-25f575e7690e,EmailUndelivered,2021-01-05T11:23:09Z
c38688a1-a3fb-424d-8457-98af8ee03b7c,EmailOpened,2021-01-05T11:27:13Z
c38688a1-a3fb-424d-8457-98af8ee03b7c,EmailLinkClicked,2021-01-05T11:28:13Z
5d63e56e-d096-4fbb-a989-b3fc1fd45311,PaymentSubmitted,2021-01-05T11:30:13Z
2eb75788-fc62-4e7b-b9bd-8791923eb7c3,EmailSent,2021-01-05T12:03:17Z
2eb75788-fc62-4e7b-b9bd-8791923eb7c3,EmailDelivered,2021-01-05T12:04:17Z
5826f852-5aae-4b76-99e1-c5202dc84aee,EmailOpened,2021-01-05T12:10:36Z
5826f852-5aae-4b76-99e1-c5202dc84aee,EmailLinkClicked,2021-01-05T12:14:36Z
454f7cf5-fe1f-44de-9bf8-5627b057677c,PaymentSubmitted,2021-01-05T12:22:36Z
99db4816-24bf-45f8-a06f-7bf10b5bb5d8,EmailSent,2021-01-05T12:37:38Z
99db4816-24bf-45f8-a06f-7bf10b5bb5d8,EmailUndelivered,2021-01-05T12:37:38Z
dd5ae3d1-af87-434e-a1d3-3c1d36a2c4dd,EmailDelivered,2021-01-05T13:01:40Z
dd5ae3d1-af87-434e-a1d3-3c1d36a2c4dd,EmailSent,2021-01-05T13:01:40Z
7b4e001b-5b77-4a1c-b5f2-17def5a7eab1,EmailDelivered,2021-01-05T13:37:17Z
7b4e001b-5b77-4a1c-b5f2-17def5a7eab1,EmailSent,2021-01-05T13:37:17Z
fc2b7304-4322-45c9-bde6-5c2b6d5dee37,EmailDelivered,2021-01-05T13:50:07Z
fc2b7304-4322-45c9-bde6-5c2b6d5dee37,EmailSent,2021-01-05T13:50:07Z
0e5194f2-3ac1-4d1b-94f6-b3f17f1a13e2,EmailSent,2021-01-05T14:57:11Z
0e5194f2-3ac1-4d1b-94f6-b3f17f1a13e2,EmailDelivered,2021-01-05T14:58:11Z
0a5c250c-cf12-4b84-b7ed-2b9a51bf93d0,EmailSent,2021-01-05T16:24:43Z
0a5c250c-cf12-4b84-b7ed-2b9a51bf93d0,EmailDelivered,2021-01-05T16:24:43Z
f147dd93-04a2-4485-bc95-5508b73ceda1,EmailSent,2021-01-05T16:26:28Z
